Exch	ExchType	Name	Expiry	ScripType	StrikeRate	LotSize	QtyLimit	ScripCode
N	D	NIFTY 26 JUN 2025 PE 21250.00	6/26/2025	PE	21250	75	1800	62134
N	D	NIFTY 26 JUN 2025 CE 21300.00	6/26/2025	CE	21300	75	1800	62135
N	D	NIFTY 26 JUN 2025 PE 21300.00	6/26/2025	PE	21300	75	1800	62136
N	D	NIFTY 26 JUN 2025 CE 21350.00	6/26/2025	CE	21350	75	1800	62137
N	D	NIFTY 26 JUN 2025 PE 21350.00	6/26/2025	PE	21350	75	1800	62138
N	D	NIFTY 26 JUN 2025 CE 21400.00	6/26/2025	CE	21400	75	1800	62139
N	D	NIFTY 26 JUN 2025 PE 21400.00	6/26/2025	PE	21400	75	1800	62140
N	D	NIFTY 26 JUN 2025 CE 21450.00	6/26/2025	CE	21450	75	1800	62141
N	D	NIFTY 26 JUN 2025 PE 21450.00	6/26/2025	PE	21450	75	1800	62142
N	D	NIFTY 26 JUN 2025 CE 21500.00	6/26/2025	CE	21500	75	1800	62143
N	D	NIFTY 26 JUN 2025 PE 21500.00	6/26/2025	PE	21500	75	1800	62144
N	D	NIFTY 26 JUN 2025 CE 21550.00	6/26/2025	CE	21550	75	1800	62145
N	D	NIFTY 26 JUN 2025 PE 21550.00	6/26/2025	PE	21550	75	1800	62146
N	D	NIFTY 26 JUN 2025 CE 21600.00	6/26/2025	CE	21600	75	1800	62147
N	D	NIFTY 26 JUN 2025 PE 21600.00	6/26/2025	PE	21600	75	1800	62148
N	D	NIFTY 26 JUN 2025 CE 21650.00	6/26/2025	CE	21650	75	1800	62149
N	D	NIFTY 26 JUN 2025 PE 21650.00	6/26/2025	PE	21650	75	1800	62156
N	D	NIFTY 26 JUN 2025 CE 21700.00	6/26/2025	CE	21700	75	1800	62157
N	D	NIFTY 26 JUN 2025 PE 21700.00	6/26/2025	PE	21700	75	1800	62160
N	D	NIFTY 26 JUN 2025 CE 21750.00	6/26/2025	CE	21750	75	1800	62161
N	D	NIFTY 26 JUN 2025 PE 21750.00	6/26/2025	PE	21750	75	1800	62162
N	D	NIFTY 26 JUN 2025 CE 21800.00	6/26/2025	CE	21800	75	1800	62163
N	D	NIFTY 26 JUN 2025 PE 21800.00	6/26/2025	PE	21800	75	1800	62164
N	D	NIFTY 26 JUN 2025 CE 21850.00	6/26/2025	CE	21850	75	1800	62165
N	D	NIFTY 26 JUN 2025 PE 21850.00	6/26/2025	PE	21850	75	1800	62166
N	D	NIFTY 26 JUN 2025 CE 21900.00	6/26/2025	CE	21900	75	1800	62167
N	D	NIFTY 26 JUN 2025 PE 21900.00	6/26/2025	PE	21900	75	1800	62170
N	D	NIFTY 26 JUN 2025 CE 21950.00	6/26/2025	CE	21950	75	1800	62171
N	D	NIFTY 26 JUN 2025 PE 21950.00	6/26/2025	PE	21950	75	1800	62172
N	D	NIFTY 26 JUN 2025 CE 22050.00	6/26/2025	CE	22050	75	1800	62173
N	D	NIFTY 26 JUN 2025 PE 22050.00	6/26/2025	PE	22050	75	1800	62174
N	D	NIFTY 26 JUN 2025 CE 22100.00	6/26/2025	CE	22100	75	1800	62175
N	D	NIFTY 26 JUN 2025 PE 22100.00	6/26/2025	PE	22100	75	1800	62184
N	D	NIFTY 26 JUN 2025 CE 22150.00	6/26/2025	CE	22150	75	1800	62185
N	D	NIFTY 26 JUN 2025 PE 22150.00	6/26/2025	PE	22150	75	1800	62186
N	D	NIFTY 26 JUN 2025 CE 22200.00	6/26/2025	CE	22200	75	1800	62187
N	D	NIFTY 26 JUN 2025 PE 22200.00	6/26/2025	PE	22200	75	1800	62188
N	D	NIFTY 26 JUN 2025 CE 22250.00	6/26/2025	CE	22250	75	1800	62189
N	D	NIFTY 26 JUN 2025 PE 22250.00	6/26/2025	PE	22250	75	1800	62190
N	D	NIFTY 26 JUN 2025 CE 22300.00	6/26/2025	CE	22300	75	1800	62191
N	D	NIFTY 26 JUN 2025 PE 22300.00	6/26/2025	PE	22300	75	1800	62192
N	D	NIFTY 26 JUN 2025 CE 22350.00	6/26/2025	CE	22350	75	1800	62193
N	D	NIFTY 26 JUN 2025 PE 22350.00	6/26/2025	PE	22350	75	1800	62194
N	D	NIFTY 26 JUN 2025 CE 22400.00	6/26/2025	CE	22400	75	1800	62195
N	D	NIFTY 26 JUN 2025 PE 22400.00	6/26/2025	PE	22400	75	1800	62196
N	D	NIFTY 26 JUN 2025 CE 22450.00	6/26/2025	CE	22450	75	1800	62197
N	D	NIFTY 26 JUN 2025 PE 22450.00	6/26/2025	PE	22450	75	1800	62198
N	D	NIFTY 26 JUN 2025 CE 22500.00	6/26/2025	CE	22500	75	1800	62199
N	D	NIFTY 26 JUN 2025 PE 22500.00	6/26/2025	PE	22500	75	1800	62200
N	D	NIFTY 26 JUN 2025 CE 22550.00	6/26/2025	CE	22550	75	1800	62201
N	D	NIFTY 26 JUN 2025 PE 22550.00	6/26/2025	PE	22550	75	1800	62202
N	D	NIFTY 26 JUN 2025 CE 22600.00	6/26/2025	CE	22600	75	1800	62203
N	D	NIFTY 26 JUN 2025 PE 22600.00	6/26/2025	PE	22600	75	1800	62204
N	D	NIFTY 26 JUN 2025 CE 22650.00	6/26/2025	CE	22650	75	1800	62205
N	D	NIFTY 26 JUN 2025 PE 22650.00	6/26/2025	PE	22650	75	1800	62206
N	D	NIFTY 26 JUN 2025 CE 22700.00	6/26/2025	CE	22700	75	1800	62207
N	D	NIFTY 26 JUN 2025 PE 22700.00	6/26/2025	PE	22700	75	1800	62208
N	D	NIFTY 26 JUN 2025 CE 22750.00	6/26/2025	CE	22750	75	1800	62209
N	D	NIFTY 26 JUN 2025 PE 22750.00	6/26/2025	PE	22750	75	1800	62210
N	D	NIFTY 26 JUN 2025 CE 22800.00	6/26/2025	CE	22800	75	1800	62211
N	D	NIFTY 26 JUN 2025 PE 22800.00	6/26/2025	PE	22800	75	1800	62214
N	D	NIFTY 26 JUN 2025 CE 22850.00	6/26/2025	CE	22850	75	1800	62215
N	D	NIFTY 26 JUN 2025 PE 22850.00	6/26/2025	PE	22850	75	1800	62256
N	D	NIFTY 26 JUN 2025 CE 22900.00	6/26/2025	CE	22900	75	1800	62257
N	D	NIFTY 26 JUN 2025 PE 22900.00	6/26/2025	PE	22900	75	1800	62258
N	D	NIFTY 26 JUN 2025 CE 22950.00	6/26/2025	CE	22950	75	1800	62259
N	D	NIFTY 26 JUN 2025 PE 22950.00	6/26/2025	PE	22950	75	1800	62264
N	D	NIFTY 26 JUN 2025 CE 23050.00	6/26/2025	CE	23050	75	1800	62265
N	D	NIFTY 26 JUN 2025 PE 23050.00	6/26/2025	PE	23050	75	1800	62266
N	D	NIFTY 26 JUN 2025 CE 23100.00	6/26/2025	CE	23100	75	1800	62267
N	D	NIFTY 26 JUN 2025 PE 23100.00	6/26/2025	PE	23100	75	1800	62298
N	D	NIFTY 26 JUN 2025 CE 23150.00	6/26/2025	CE	23150	75	1800	62299
N	D	NIFTY 26 JUN 2025 PE 23150.00	6/26/2025	PE	23150	75	1800	62308
N	D	NIFTY 26 JUN 2025 CE 23200.00	6/26/2025	CE	23200	75	1800	62309
N	D	NIFTY 26 JUN 2025 PE 23200.00	6/26/2025	PE	23200	75	1800	62318
N	D	NIFTY 26 JUN 2025 CE 23250.00	6/26/2025	CE	23250	75	1800	62319
N	D	NIFTY 26 JUN 2025 PE 23250.00	6/26/2025	PE	23250	75	1800	62320
N	D	NIFTY 26 JUN 2025 CE 23300.00	6/26/2025	CE	23300	75	1800	62321
N	D	NIFTY 26 JUN 2025 PE 23300.00	6/26/2025	PE	23300	75	1800	62322
N	D	NIFTY 26 JUN 2025 CE 23350.00	6/26/2025	CE	23350	75	1800	62323
N	D	NIFTY 26 JUN 2025 PE 23350.00	6/26/2025	PE	23350	75	1800	62324
N	D	NIFTY 26 JUN 2025 CE 23400.00	6/26/2025	CE	23400	75	1800	62325
N	D	NIFTY 26 JUN 2025 PE 23400.00	6/26/2025	PE	23400	75	1800	62326
N	D	NIFTY 26 JUN 2025 CE 23450.00	6/26/2025	CE	23450	75	1800	62327
N	D	NIFTY 26 JUN 2025 PE 23450.00	6/26/2025	PE	23450	75	1800	62328
N	D	NIFTY 26 JUN 2025 CE 23500.00	6/26/2025	CE	23500	75	1800	62329
N	D	NIFTY 26 JUN 2025 PE 23500.00	6/26/2025	PE	23500	75	1800	62330
N	D	NIFTY 26 JUN 2025 CE 23550.00	6/26/2025	CE	23550	75	1800	62331
N	D	NIFTY 26 JUN 2025 PE 23550.00	6/26/2025	PE	23550	75	1800	62332
N	D	NIFTY 26 JUN 2025 CE 23600.00	6/26/2025	CE	23600	75	1800	62333
N	D	NIFTY 26 JUN 2025 PE 23600.00	6/26/2025	PE	23600	75	1800	62334
N	D	NIFTY 26 JUN 2025 CE 23650.00	6/26/2025	CE	23650	75	1800	62335
N	D	NIFTY 26 JUN 2025 PE 23650.00	6/26/2025	PE	23650	75	1800	62336
N	D	NIFTY 26 JUN 2025 CE 23700.00	6/26/2025	CE	23700	75	1800	62337
N	D	NIFTY 26 JUN 2025 PE 23700.00	6/26/2025	PE	23700	75	1800	62338
N	D	NIFTY 26 JUN 2025 CE 23750.00	6/26/2025	CE	23750	75	1800	62339
N	D	NIFTY 26 JUN 2025 PE 23750.00	6/26/2025	PE	23750	75	1800	62342
N	D	NIFTY 26 JUN 2025 CE 23800.00	6/26/2025	CE	23800	75	1800	62343
N	D	NIFTY 26 JUN 2025 PE 23800.00	6/26/2025	PE	23800	75	1800	62344
N	D	NIFTY 26 JUN 2025 CE 23850.00	6/26/2025	CE	23850	75	1800	62345
N	D	NIFTY 26 JUN 2025 PE 23850.00	6/26/2025	PE	23850	75	1800	62346
N	D	NIFTY 26 JUN 2025 CE 23900.00	6/26/2025	CE	23900	75	1800	62347
N	D	NIFTY 26 JUN 2025 PE 23900.00	6/26/2025	PE	23900	75	1800	62348
N	D	NIFTY 26 JUN 2025 CE 23950.00	6/26/2025	CE	23950	75	1800	62349
N	D	NIFTY 26 JUN 2025 PE 23950.00	6/26/2025	PE	23950	75	1800	62350
N	D	NIFTY 26 JUN 2025 CE 24050.00	6/26/2025	CE	24050	75	1800	62351
N	D	NIFTY 26 JUN 2025 PE 24050.00	6/26/2025	PE	24050	75	1800	62352
N	D	NIFTY 26 JUN 2025 CE 24100.00	6/26/2025	CE	24100	75	1800	62353
N	D	NIFTY 26 JUN 2025 PE 24100.00	6/26/2025	PE	24100	75	1800	62354
N	D	NIFTY 26 JUN 2025 CE 24150.00	6/26/2025	CE	24150	75	1800	62355
N	D	NIFTY 26 JUN 2025 PE 24150.00	6/26/2025	PE	24150	75	1800	62358
N	D	NIFTY 26 JUN 2025 CE 24200.00	6/26/2025	CE	24200	75	1800	62359
N	D	NIFTY 26 JUN 2025 PE 24200.00	6/26/2025	PE	24200	75	1800	62360
N	D	NIFTY 26 JUN 2025 CE 24250.00	6/26/2025	CE	24250	75	1800	62361
N	D	NIFTY 26 JUN 2025 PE 24250.00	6/26/2025	PE	24250	75	1800	62362
N	D	NIFTY 26 JUN 2025 CE 24300.00	6/26/2025	CE	24300	75	1800	62363
N	D	NIFTY 26 JUN 2025 PE 24300.00	6/26/2025	PE	24300	75	1800	62366
N	D	NIFTY 26 JUN 2025 CE 24350.00	6/26/2025	CE	24350	75	1800	62367
N	D	NIFTY 26 JUN 2025 PE 24350.00	6/26/2025	PE	24350	75	1800	62370
N	D	NIFTY 26 JUN 2025 CE 24400.00	6/26/2025	CE	24400	75	1800	62371
N	D	NIFTY 26 JUN 2025 PE 24400.00	6/26/2025	PE	24400	75	1800	62372
N	D	NIFTY 26 JUN 2025 CE 24450.00	6/26/2025	CE	24450	75	1800	62373
N	D	NIFTY 26 JUN 2025 PE 24450.00	6/26/2025	PE	24450	75	1800	62374
N	D	NIFTY 26 JUN 2025 CE 24500.00	6/26/2025	CE	24500	75	1800	62375
N	D	NIFTY 26 JUN 2025 PE 24500.00	6/26/2025	PE	24500	75	1800	62376
N	D	NIFTY 26 JUN 2025 CE 24550.00	6/26/2025	CE	24550	75	1800	62377
N	D	NIFTY 26 JUN 2025 PE 24550.00	6/26/2025	PE	24550	75	1800	62378
N	D	NIFTY 26 JUN 2025 CE 24600.00	6/26/2025	CE	24600	75	1800	62379
N	D	NIFTY 26 JUN 2025 PE 24600.00	6/26/2025	PE	24600	75	1800	62380
N	D	NIFTY 26 JUN 2025 CE 24650.00	6/26/2025	CE	24650	75	1800	62381
N	D	NIFTY 26 JUN 2025 PE 24650.00	6/26/2025	PE	24650	75	1800	62382
N	D	NIFTY 26 JUN 2025 CE 24700.00	6/26/2025	CE	24700	75	1800	62383
N	D	NIFTY 26 JUN 2025 PE 24700.00	6/26/2025	PE	24700	75	1800	62384
N	D	NIFTY 26 JUN 2025 CE 24750.00	6/26/2025	CE	24750	75	1800	62385
N	D	NIFTY 26 JUN 2025 PE 24750.00	6/26/2025	PE	24750	75	1800	62386
N	D	NIFTY 26 JUN 2025 CE 24800.00	6/26/2025	CE	24800	75	1800	62387
N	D	NIFTY 26 JUN 2025 PE 24800.00	6/26/2025	PE	24800	75	1800	62392
N	D	NIFTY 26 JUN 2025 CE 24850.00	6/26/2025	CE	24850	75	1800	62393
N	D	NIFTY 26 JUN 2025 PE 24850.00	6/26/2025	PE	24850	75	1800	62394
N	D	NIFTY 26 JUN 2025 CE 24900.00	6/26/2025	CE	24900	75	1800	62395
N	D	NIFTY 26 JUN 2025 PE 24900.00	6/26/2025	PE	24900	75	1800	62396
N	D	NIFTY 26 JUN 2025 CE 24950.00	6/26/2025	CE	24950	75	1800	62397
N	D	NIFTY 26 JUN 2025 PE 24950.00	6/26/2025	PE	24950	75	1800	62398
N	D	NIFTY 26 JUN 2025 CE 25050.00	6/26/2025	CE	25050	75	1800	62399
N	D	NIFTY 26 JUN 2025 PE 25050.00	6/26/2025	PE	25050	75	1800	62400
N	D	NIFTY 26 JUN 2025 CE 25100.00	6/26/2025	CE	25100	75	1800	62401
N	D	NIFTY 26 JUN 2025 PE 25100.00	6/26/2025	PE	25100	75	1800	62402
N	D	NIFTY 26 JUN 2025 CE 25150.00	6/26/2025	CE	25150	75	1800	62403
N	D	NIFTY 26 JUN 2025 PE 25150.00	6/26/2025	PE	25150	75	1800	62406
N	D	NIFTY 26 JUN 2025 CE 25200.00	6/26/2025	CE	25200	75	1800	62407
N	D	NIFTY 26 JUN 2025 PE 25200.00	6/26/2025	PE	25200	75	1800	62408
N	D	NIFTY 26 JUN 2025 CE 25250.00	6/26/2025	CE	25250	75	1800	62409
N	D	NIFTY 26 JUN 2025 PE 25250.00	6/26/2025	PE	25250	75	1800	62410
N	D	NIFTY 26 JUN 2025 CE 25300.00	6/26/2025	CE	25300	75	1800	62411
N	D	NIFTY 26 JUN 2025 PE 25300.00	6/26/2025	PE	25300	75	1800	62414
N	D	NIFTY 26 JUN 2025 CE 25350.00	6/26/2025	CE	25350	75	1800	62415
N	D	NIFTY 26 JUN 2025 PE 25350.00	6/26/2025	PE	25350	75	1800	62416
N	D	NIFTY 26 JUN 2025 CE 25400.00	6/26/2025	CE	25400	75	1800	62417
N	D	NIFTY 26 JUN 2025 PE 25400.00	6/26/2025	PE	25400	75	1800	62418
N	D	NIFTY 26 JUN 2025 CE 25450.00	6/26/2025	CE	25450	75	1800	62419
N	D	NIFTY 26 JUN 2025 PE 25450.00	6/26/2025	PE	25450	75	1800	62420
N	D	NIFTY 26 JUN 2025 CE 25500.00	6/26/2025	CE	25500	75	1800	62421
N	D	NIFTY 26 JUN 2025 PE 25500.00	6/26/2025	PE	25500	75	1800	62422
N	D	NIFTY 26 JUN 2025 CE 25550.00	6/26/2025	CE	25550	75	1800	62423
N	D	NIFTY 26 JUN 2025 PE 25550.00	6/26/2025	PE	25550	75	1800	62424
N	D	NIFTY 26 JUN 2025 CE 25600.00	6/26/2025	CE	25600	75	1800	62425
N	D	NIFTY 26 JUN 2025 PE 25600.00	6/26/2025	PE	25600	75	1800	62426
N	D	NIFTY 26 JUN 2025 CE 25650.00	6/26/2025	CE	25650	75	1800	62427
N	D	NIFTY 26 JUN 2025 PE 25650.00	6/26/2025	PE	25650	75	1800	62428
N	D	NIFTY 26 JUN 2025 CE 25700.00	6/26/2025	CE	25700	75	1800	62429
N	D	NIFTY 26 JUN 2025 PE 25700.00	6/26/2025	PE	25700	75	1800	62430
N	D	NIFTY 26 JUN 2025 CE 25750.00	6/26/2025	CE	25750	75	1800	62431
N	D	NIFTY 26 JUN 2025 PE 25750.00	6/26/2025	PE	25750	75	1800	62432
N	D	NIFTY 26 JUN 2025 CE 25800.00	6/26/2025	CE	25800	75	1800	62433
N	D	NIFTY 26 JUN 2025 PE 25800.00	6/26/2025	PE	25800	75	1800	62438
N	D	NIFTY 26 JUN 2025 CE 25850.00	6/26/2025	CE	25850	75	1800	62439
N	D	NIFTY 26 JUN 2025 PE 25850.00	6/26/2025	PE	25850	75	1800	62440
N	D	NIFTY 26 JUN 2025 CE 25900.00	6/26/2025	CE	25900	75	1800	62441
N	D	NIFTY 26 JUN 2025 PE 25900.00	6/26/2025	PE	25900	75	1800	62442
N	D	NIFTY 26 JUN 2025 CE 25950.00	6/26/2025	CE	25950	75	1800	62443
N	D	NIFTY 26 JUN 2025 PE 25950.00	6/26/2025	PE	25950	75	1800	62444
N	D	NIFTY 26 JUN 2025 CE 26050.00	6/26/2025	CE	26050	75	1800	62445
N	D	NIFTY 26 JUN 2025 PE 26050.00	6/26/2025	PE	26050	75	1800	62446
N	D	NIFTY 26 JUN 2025 CE 26100.00	6/26/2025	CE	26100	75	1800	62447
N	D	NIFTY 26 JUN 2025 PE 26100.00	6/26/2025	PE	26100	75	1800	62458
N	D	NIFTY 26 JUN 2025 CE 26150.00	6/26/2025	CE	26150	75	1800	62459
N	D	NIFTY 26 JUN 2025 PE 26150.00	6/26/2025	PE	26150	75	1800	62460
N	D	NIFTY 26 JUN 2025 CE 26200.00	6/26/2025	CE	26200	75	1800	62461
N	D	NIFTY 26 JUN 2025 PE 26200.00	6/26/2025	PE	26200	75	1800	62462
N	D	NIFTY 26 JUN 2025 CE 26250.00	6/26/2025	CE	26250	75	1800	62463
N	D	NIFTY 26 JUN 2025 PE 26250.00	6/26/2025	PE	26250	75	1800	62464
N	D	NIFTY 26 JUN 2025 CE 26300.00	6/26/2025	CE	26300	75	1800	62465
N	D	NIFTY 26 JUN 2025 PE 26300.00	6/26/2025	PE	26300	75	1800	62466
N	D	NIFTY 26 JUN 2025 CE 26350.00	6/26/2025	CE	26350	75	1800	62467
N	D	NIFTY 26 JUN 2025 PE 26350.00	6/26/2025	PE	26350	75	1800	62468
N	D	NIFTY 26 JUN 2025 CE 26400.00	6/26/2025	CE	26400	75	1800	62469
N	D	NIFTY 26 JUN 2025 PE 26400.00	6/26/2025	PE	26400	75	1800	62470
N	D	NIFTY 26 JUN 2025 CE 26450.00	6/26/2025	CE	26450	75	1800	62471
N	D	NIFTY 26 JUN 2025 PE 26450.00	6/26/2025	PE	26450	75	1800	62472
N	D	NIFTY 26 JUN 2025 CE 26500.00	6/26/2025	CE	26500	75	1800	62473
N	D	NIFTY 26 JUN 2025 PE 26500.00	6/26/2025	PE	26500	75	1800	62474
N	D	NIFTY 26 JUN 2025 CE 26550.00	6/26/2025	CE	26550	75	1800	62475
N	D	NIFTY 26 JUN 2025 PE 26550.00	6/26/2025	PE	26550	75	1800	62482
N	D	NIFTY 26 JUN 2025 CE 26600.00	6/26/2025	CE	26600	75	1800	62483
N	D	NIFTY 26 JUN 2025 PE 26600.00	6/26/2025	PE	26600	75	1800	62486
N	D	NIFTY 26 JUN 2025 CE 26650.00	6/26/2025	CE	26650	75	1800	62487
N	D	NIFTY 26 JUN 2025 PE 26650.00	6/26/2025	PE	26650	75	1800	62500
N	D	NIFTY 26 JUN 2025 CE 26700.00	6/26/2025	CE	26700	75	1800	62501
N	D	NIFTY 26 JUN 2025 PE 26700.00	6/26/2025	PE	26700	75	1800	62502
N	D	NIFTY 26 JUN 2025 CE 26750.00	6/26/2025	CE	26750	75	1800	62503
N	D	NIFTY 26 JUN 2025 PE 26750.00	6/26/2025	PE	26750	75	1800	62504
N	D	NIFTY 26 JUN 2025 CE 26800.00	6/26/2025	CE	26800	75	1800	62505
N	D	NIFTY 26 JUN 2025 PE 26800.00	6/26/2025	PE	26800	75	1800	62506
N	D	NIFTY 26 JUN 2025 CE 26850.00	6/26/2025	CE	26850	75	1800	62507
N	D	NIFTY 26 JUN 2025 PE 26850.00	6/26/2025	PE	26850	75	1800	62510
N	D	NIFTY 26 JUN 2025 CE 26900.00	6/26/2025	CE	26900	75	1800	62511
N	D	NIFTY 26 JUN 2025 PE 26900.00	6/26/2025	PE	26900	75	1800	62522
N	D	NIFTY 26 JUN 2025 CE 26950.00	6/26/2025	CE	26950	75	1800	62523
N	D	NIFTY 26 JUN 2025 PE 26950.00	6/26/2025	PE	26950	75	1800	62526
N	D	NIFTY 26 JUN 2025 CE 27050.00	6/26/2025	CE	27050	75	1800	62527
N	D	NIFTY 26 JUN 2025 PE 27050.00	6/26/2025	PE	27050	75	1800	62534
N	D	NIFTY 26 JUN 2025 CE 27100.00	6/26/2025	CE	27100	75	1800	62535
N	D	NIFTY 26 JUN 2025 PE 27100.00	6/26/2025	PE	27100	75	1800	62540
N	D	NIFTY 26 JUN 2025 CE 27150.00	6/26/2025	CE	27150	75	1800	62541
N	D	NIFTY 26 JUN 2025 PE 27150.00	6/26/2025	PE	27150	75	1800	62544
N	D	NIFTY 26 JUN 2025 CE 27200.00	6/26/2025	CE	27200	75	1800	62545
N	D	NIFTY 26 JUN 2025 PE 27200.00	6/26/2025	PE	27200	75	1800	62546
N	D	NIFTY 26 JUN 2025 CE 27250.00	6/26/2025	CE	27250	75	1800	62547
N	D	NIFTY 26 JUN 2025 PE 27250.00	6/26/2025	PE	27250	75	1800	62558
N	D	NIFTY 26 JUN 2025 CE 27300.00	6/26/2025	CE	27300	75	1800	62559
N	D	NIFTY 26 JUN 2025 PE 27300.00	6/26/2025	PE	27300	75	1800	62560
N	D	NIFTY 26 JUN 2025 CE 27350.00	6/26/2025	CE	27350	75	1800	62561
N	D	NIFTY 26 JUN 2025 PE 27350.00	6/26/2025	PE	27350	75	1800	62562
N	D	NIFTY 26 JUN 2025 CE 27400.00	6/26/2025	CE	27400	75	1800	62563
N	D	NIFTY 26 JUN 2025 PE 27400.00	6/26/2025	PE	27400	75	1800	62566
N	D	NIFTY 26 JUN 2025 CE 27450.00	6/26/2025	CE	27450	75	1800	62567
N	D	NIFTY 26 JUN 2025 PE 27450.00	6/26/2025	PE	27450	75	1800	62568
N	D	NIFTY 26 JUN 2025 CE 27500.00	6/26/2025	CE	27500	75	1800	62569
N	D	NIFTY 26 JUN 2025 PE 27500.00	6/26/2025	PE	27500	75	1800	62574
N	D	NIFTY 26 JUN 2025 CE 27550.00	6/26/2025	CE	27550	75	1800	62575
N	D	NIFTY 26 JUN 2025 PE 27550.00	6/26/2025	PE	27550	75	1800	62580
N	D	NIFTY 26 JUN 2025 CE 27600.00	6/26/2025	CE	27600	75	1800	62581
N	D	NIFTY 26 JUN 2025 PE 27600.00	6/26/2025	PE	27600	75	1800	62590
N	D	NIFTY 26 JUN 2025 CE 27650.00	6/26/2025	CE	27650	75	1800	62591
N	D	NIFTY 26 JUN 2025 PE 27650.00	6/26/2025	PE	27650	75	1800	62594
N	D	NIFTY 26 JUN 2025 CE 27700.00	6/26/2025	CE	27700	75	1800	62595
N	D	NIFTY 26 JUN 2025 PE 27700.00	6/26/2025	PE	27700	75	1800	62596
N	D	NIFTY 26 JUN 2025 CE 27750.00	6/26/2025	CE	27750	75	1800	62597
N	D	NIFTY 26 JUN 2025 PE 27750.00	6/26/2025	PE	27750	75	1800	62604
N	D	NIFTY 26 JUN 2025 CE 27800.00	6/26/2025	CE	27800	75	1800	62605
N	D	NIFTY 26 JUN 2025 PE 27800.00	6/26/2025	PE	27800	75	1800	62606
N	D	NIFTY 26 JUN 2025 CE 27850.00	6/26/2025	CE	27850	75	1800	62607
N	D	NIFTY 26 JUN 2025 PE 27850.00	6/26/2025	PE	27850	75	1800	62608
N	D	NIFTY 26 JUN 2025 CE 27900.00	6/26/2025	CE	27900	75	1800	62609
N	D	NIFTY 26 JUN 2025 PE 27900.00	6/26/2025	PE	27900	75	1800	62790
N	D	NIFTY 26 JUN 2025 CE 27950.00	6/26/2025	CE	27950	75	1800	62791
N	D	NIFTY 26 JUN 2025 PE 27950.00	6/26/2025	PE	27950	75	1800	62796
N	D	NIFTY 26 JUN 2025 CE 28050.00	6/26/2025	CE	28050	75	1800	62797
N	D	NIFTY 26 JUN 2025 PE 28050.00	6/26/2025	PE	28050	75	1800	62798
N	D	NIFTY 26 JUN 2025 CE 28100.00	6/26/2025	CE	28100	75	1800	62799
N	D	NIFTY 26 JUN 2025 PE 28100.00	6/26/2025	PE	28100	75	1800	62801
N	D	NIFTY 26 JUN 2025 CE 28150.00	6/26/2025	CE	28150	75	1800	62802
N	D	NIFTY 26 JUN 2025 PE 28150.00	6/26/2025	PE	28150	75	1800	62813
N	D	NIFTY 26 JUN 2025 CE 28200.00	6/26/2025	CE	28200	75	1800	62814
N	D	NIFTY 26 JUN 2025 PE 28200.00	6/26/2025	PE	28200	75	1800	62815
N	D	NIFTY 26 JUN 2025 CE 28250.00	6/26/2025	CE	28250	75	1800	62819
N	D	NIFTY 26 JUN 2025 PE 28250.00	6/26/2025	PE	28250	75	1800	62824
N	D	NIFTY 26 JUN 2025 CE 28300.00	6/26/2025	CE	28300	75	1800	62825
N	D	NIFTY 26 JUN 2025 PE 28300.00	6/26/2025	PE	28300	75	1800	62830
N	D	NIFTY 26 JUN 2025 CE 28350.00	6/26/2025	CE	28350	75	1800	62831
N	D	NIFTY 26 JUN 2025 PE 28350.00	6/26/2025	PE	28350	75	1800	62832
N	D	NIFTY 26 JUN 2025 CE 28400.00	6/26/2025	CE	28400	75	1800	62833
N	D	NIFTY 26 JUN 2025 PE 28400.00	6/26/2025	PE	28400	75	1800	62842
N	D	NIFTY 26 JUN 2025 CE 28450.00	6/26/2025	CE	28450	75	1800	62843
N	D	NIFTY 26 JUN 2025 PE 28450.00	6/26/2025	PE	28450	75	1800	62844
N	D	NIFTY 26 JUN 2025 CE 28500.00	6/26/2025	CE	28500	75	1800	62845
N	D	NIFTY 26 JUN 2025 PE 28500.00	6/26/2025	PE	28500	75	1800	62846
N	D	NIFTY 26 JUN 2025 CE 28550.00	6/26/2025	CE	28550	75	1800	62847
N	D	NIFTY 26 JUN 2025 PE 28550.00	6/26/2025	PE	28550	75	1800	62856
N	D	NIFTY 26 JUN 2025 CE 28600.00	6/26/2025	CE	28600	75	1800	62857
N	D	NIFTY 26 JUN 2025 PE 28600.00	6/26/2025	PE	28600	75	1800	62870
N	D	NIFTY 26 JUN 2025 CE 28650.00	6/26/2025	CE	28650	75	1800	62876
N	D	NIFTY 26 JUN 2025 PE 28650.00	6/26/2025	PE	28650	75	1800	62877
N	D	NIFTY 26 JUN 2025 CE 28700.00	6/26/2025	CE	28700	75	1800	62879
N	D	NIFTY 26 JUN 2025 PE 28700.00	6/26/2025	PE	28700	75	1800	62887
N	D	NIFTY 26 JUN 2025 CE 28750.00	6/26/2025	CE	28750	75	1800	62888
N	D	NIFTY 26 JUN 2025 PE 28750.00	6/26/2025	PE	28750	75	1800	62889
N	D	NIFTY 26 JUN 2025 CE 28800.00	6/26/2025	CE	28800	75	1800	62890
N	D	NIFTY 26 JUN 2025 PE 28800.00	6/26/2025	PE	28800	75	1800	62891
N	D	NIFTY 26 JUN 2025 CE 28850.00	6/26/2025	CE	28850	75	1800	62892
